"numero","estado","numero_cuenta","comprobante_nro","Monto Total","Tasa administrativa","Tasa infraccion","medio_pago","tipo","juzgado","created_at","fecha_pago","fecha_acreditacion"
F-1423765       ,Cancelada,CAUSAF00000001868000,3.660.884,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-22 22:51:16,2026-03-15 21:00:00,2026-03-16 21:00:00
F-1423770       ,Cancelada,CAUSAF00000001868008,3.664.967,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-22 22:51:21,2026-03-19 21:00:00,2026-03-19 21:00:00
F-1423823       ,Cancelada,CAUSAF00000001868559,3.734.218,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-24 04:31:21,2026-04-09 21:00:00,2026-04-12 21:00:00
F-1423861       ,Cancelada,CAUSAF00000001868623,3.754.039,60.672,13.272,47.400,RAPIPAGO,FOTOMULTA,Juzgado 2,2026-01-24 04:34:30,2026-05-04 21:00:00,2026-05-11 21:00:00
F-1423870       ,Cancelada,CAUSAF00000001868644,3.737.516,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-24 04:34:44,2026-04-15 21:00:00,2026-04-15 21:00:00
F-1423875       ,Cancelada,CAUSAF00000001868656,3.630.001,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-24 04:34:51,2026-02-10 21:00:00,2026-02-11 21:00:00
F-1423884       ,Cancelada,CAUSAF00000001868672,3.633.865,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-24 04:35:03,2026-02-14 21:00:00,2026-02-22 21:00:00
F-1423888       ,Cancelada,CAUSAF00000001868676,3.745.799,155.472,13.272,142.200,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-01-24 04:35:06,2026-04-20 21:00:00,2026-04-20 21:00:00
F-1423898       ,Cancelada,CAUSAF00000001868700,3.623.671,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-01-24 04:35:25,2026-02-03 21:00:00,2026-02-04 21:00:00
F-1423955       ,Cancelada,CAUSAF00000001868798,3.663.874,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-24 04:38:59,2026-03-17 21:00:00,2026-03-18 21:00:00
F-1423974       ,Cancelada,CAUSAF00000001868843,3.730.484,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-01-24 04:39:23,2026-04-03 21:00:00,2026-04-05 21:00:00
F-1424043       ,Cancelada,CAUSAF00000001869569,3.625.020,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-26 22:39:18,2026-02-04 21:00:00,2026-02-05 21:00:00
F-1424057       ,Cancelada,CAUSAF00000001869586,3.660.549,297.672,13.272,284.400,RAPIPAGO,FOTOMULTA,Juzgado 1,2026-01-26 22:39:30,2026-03-15 21:00:00,2026-03-24 21:00:00
F-1424085       ,Cancelada,CAUSAF00000001869627,3.618.776,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-26 22:41:50,2026-01-28 21:00:00,2026-01-29 21:00:00
F-1424091       ,Cancelada,CAUSAF00000001869633,3.747.506,345.072,13.272,331.800,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-01-26 22:41:54,2026-04-21 21:00:00,2026-04-22 21:00:00
F-1424180       ,Cancelada,CAUSAF00000001869777,3.750.138,60.672,13.272,47.400,BAPRO,FOTOMULTA,Juzgado 4,2026-01-26 22:43:35,2026-04-23 21:00:00,2026-04-29 21:00:00
F-1424235       ,Cancelada,CAUSAF00000001869874,3.660.075,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-26 22:44:39,2026-03-13 21:00:00,2026-03-15 21:00:00
F-1424239       ,Cancelada,CAUSAF00000001869882,3.662.665,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-26 22:44:44,2026-03-17 21:00:00,2026-03-18 21:00:00
F-1424258       ,Cancelada,CAUSAF00000001869933,56.053.273,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 4,2026-01-26 22:45:18,2026-02-26 21:00:00,2026-03-12 21:00:00
F-1424298       ,Cancelada,CAUSAF00000001870005,3.730.326,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-26 22:46:03,2026-04-02 21:00:00,2026-04-05 21:00:00
F-1424345       ,Cancelada,CAUSAF00000001870086,3.641.809,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-26 22:46:58,2026-02-24 21:00:00,2026-02-25 21:00:00
F-1424384       ,Cancelada,CAUSAF00000001870138,3.724.277,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-26 22:47:37,2026-03-29 21:00:00,2026-03-30 21:00:00
F-1424411       ,Cancelada,CAUSAF00000001870172,3.764.467,297.672,13.272,284.400,BAPRO,FOTOMULTA,Juzgado 5,2026-01-26 22:47:58,2026-05-04 21:00:00,2026-05-10 21:00:00
F-1424447       ,Cancelada,CAUSAF00000001870227,3.658.219,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-26 22:50:22,2026-03-11 21:00:00,2026-03-11 21:00:00
F-1424479       ,Cancelada,CAUSAF00000001870274,3.767.074,297.672,15.505,282.167,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-26 22:50:56,2026-05-06 21:00:00,2026-05-07 21:00:00
F-1424529       ,Cancelada,CAUSAF00000001870340,3.761.657,297.672,15.505,282.167,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-26 22:51:31,2026-05-03 21:00:00,2026-05-04 21:00:00
F-1424645       ,Cancelada,CAUSAF00000001870526,3.750.193,297.672,13.272,284.400,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-26 22:53:09,2026-04-23 21:00:00,2026-04-26 21:00:00
F-1424657       ,Cancelada,CAUSAF00000001870540,3.630.008,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-26 22:53:17,2026-02-10 21:00:00,2026-02-11 21:00:00
F-1424828       ,Cancelada,CAUSAF00000001870893,3.762.154,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-27 22:50:09,2026-05-03 21:00:00,2026-05-03 21:00:00
F-1424851       ,Cancelada,CAUSAF00000001870929,3.665.149,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-27 22:51:53,2026-03-19 21:00:00,2026-03-24 21:00:00
F-1424866       ,Cancelada,CAUSAF00000001870951,3.645.000,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-27 22:52:12,2026-03-01 21:00:00,2026-03-02 21:00:00
F-1424876       ,Cancelada,CAUSAF00000001870972,3.736.634,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-01-27 22:52:25,2026-04-27 21:00:00,2026-04-27 21:00:00
F-1424941       ,Cancelada,CAUSAF00000001871065,3.652.185,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-27 22:53:36,2026-03-08 21:00:00,2026-03-09 21:00:00
F-1424958       ,Cancelada,CAUSAF00000001871082,3.730.013,297.672,13.272,284.400,BAPRO,FOTOMULTA,Juzgado 4,2026-01-27 22:53:50,2026-03-31 21:00:00,2026-04-09 21:00:00
F-1424961       ,Cancelada,CAUSAF00000001871085,3.619.576,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 1,2026-01-27 22:53:53,2026-01-29 21:00:00,2026-02-04 21:00:00
F-1424963       ,Cancelada,CAUSAF00000001871087,3.625.648,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-27 22:53:54,2026-02-05 21:00:00,2026-02-08 21:00:00
F-1425023       ,Cancelada,CAUSAF00000001871196,3.627.681,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 1,2026-01-27 22:55:03,2026-02-09 21:00:00,2026-02-22 21:00:00
F-1425130       ,Cancelada,CAUSAF00000001871359,3.615.677,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-27 22:57:05,2026-01-27 21:00:00,2026-01-28 21:00:00
F-1425148       ,Cancelada,CAUSAF00000001871382,3.771.516,70.880,15.505,55.375,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-27 22:57:21,2026-05-12 21:00:00,2026-05-13 21:00:00
F-1425202       ,Cancelada,CAUSAF00000001871451,3.629.098,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-01-27 22:58:11,2026-02-09 21:00:00,2026-02-10 21:00:00
F-1425204       ,Cancelada,CAUSAF00000001871453,3.623.458,57.824,12.649,45.175,BAPRO,FOTOMULTA,Juzgado 2,2026-01-27 22:58:12,2026-02-03 21:00:00,2026-02-09 21:00:00
F-1425223       ,Cancelada,CAUSAF00000001871479,3.616.263,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 1,2026-01-27 22:58:27,2026-01-27 21:00:00,2026-02-02 21:00:00
F-1425283       ,Cancelada,CAUSAF00000001871592,3.763.998,57.824,12.649,45.175,BAPRO,FOTOMULTA,Juzgado 5,2026-01-27 23:01:21,2026-05-04 21:00:00,2026-05-10 21:00:00
F-1425298       ,Cancelada,CAUSAF00000001871621,56.095.253,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 5,2026-01-27 23:01:37,2026-03-17 21:00:00,2026-04-13 21:00:00
F-1425307       ,Cancelada,CAUSAF00000001871636,3.730.326,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-27 23:01:45,2026-04-02 21:00:00,2026-04-05 21:00:00
F-1425309       ,Cancelada,CAUSAF00000001871638,3.753.842,1.198.272,13.272,1.185.000,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-27 23:01:46,2026-04-28 21:00:00,2026-04-28 21:00:00
F-1425337       ,Cancelada,CAUSAF00000001871688,3.687.468,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-27 23:02:16,2026-04-08 21:00:00,2026-04-08 21:00:00
F-1425364       ,Cancelada,CAUSAF00000001871726,3.646.123,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 2,2026-01-27 23:02:34,2026-03-02 21:00:00,2026-03-09 21:00:00
F-1425377       ,Cancelada,CAUSAF00000001871740,3.628.428,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-27 23:02:44,2026-02-09 21:00:00,2026-02-11 21:00:00
F-1425404       ,Cancelada,CAUSAF00000001871776,3.639.576,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-01-27 23:03:04,2026-02-22 21:00:00,2026-02-23 21:00:00
F-1425409       ,Cancelada,CAUSAF00000001871781,3.639.886,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-27 23:03:07,2026-02-23 21:00:00,2026-02-23 21:00:00
F-1425439       ,Cancelada,CAUSAF00000001871843,3.737.084,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-01-27 23:03:35,2026-04-15 21:00:00,2026-04-15 21:00:00
F-1425451       ,Cancelada,CAUSAF00000001871868,3.700.918,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-27 23:03:47,2026-03-27 21:00:00,2026-03-29 21:00:00
F-1425455       ,Cancelada,CAUSAF00000001871873,3.686.707,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-27 23:03:49,2026-04-13 21:00:00,2026-04-13 21:00:00
F-1425482       ,Cancelada,CAUSAF00000001871912,3.733.502,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-27 23:04:10,2026-04-08 21:00:00,2026-04-08 21:00:00
F-1425499       ,Cancelada,CAUSAF00000001871942,3.648.383,4.530.149,12.649,4.517.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-01-27 23:04:26,2026-03-03 21:00:00,2026-03-03 21:00:00
F-1425538       ,Cancelada,CAUSAF00000001871995,3.753.048,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-27 23:04:53,2026-04-27 21:00:00,2026-04-28 21:00:00
F-1425720       ,Cancelada,CAUSAF00000001872540,3.700.904,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-28 22:46:32,2026-03-27 21:00:00,2026-03-29 21:00:00
F-1425723       ,Cancelada,CAUSAF00000001872543,56.029.623,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 4,2026-01-28 22:46:34,2026-02-23 21:00:00,2026-03-12 21:00:00
F-1425730       ,Cancelada,CAUSAF00000001872554,3.731.209,297.672,13.272,284.400,BAPRO,FOTOMULTA,Juzgado 3,2026-01-28 22:46:43,2026-04-05 21:00:00,2026-04-13 21:00:00
F-1425745       ,Cancelada,CAUSAF00000001872575,56.076.263,283.699,13.272,270.427,SUGIT,FOTOMULTA,Juzgado 4,2026-01-28 22:46:57,2026-03-09 21:00:00,2026-04-13 21:00:00
F-1425835       ,Cancelada,CAUSAF00000001872687,3.627.192,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-28 22:48:19,2026-02-08 21:00:00,2026-02-08 21:00:00
F-1425895       ,Cancelada,CAUSAF00000001872764,55.989.351,283.699,13.272,270.427,SUGIT,FOTOMULTA,Juzgado 5,2026-01-28 22:49:13,2026-02-02 21:00:00,2026-03-12 21:00:00
F-1425946       ,Cancelada,CAUSAF00000001872848,3.724.060,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-28 22:50:06,2026-03-29 21:00:00,2026-03-30 21:00:00
F-1425960       ,Cancelada,CAUSAF00000001872868,3.651.736,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-28 22:50:17,2026-03-08 21:00:00,2026-03-08 21:00:00
F-1425999       ,Cancelada,CAUSAF00000001872925,3.622.157,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-28 22:50:50,2026-02-02 21:00:00,2026-02-02 21:00:00
F-1426011       ,Cancelada,CAUSAF00000001872941,3.622.063,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-28 22:51:04,2026-02-02 21:00:00,2026-02-02 21:00:00
F-1426040       ,Cancelada,CAUSAF00000001872979,3.642.488,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-01-28 22:51:32,2026-02-25 21:00:00,2026-02-26 21:00:00
F-1426042       ,Cancelada,CAUSAF00000001872981,3.675.717,297.672,13.272,284.400,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-28 22:51:34,2026-03-26 21:00:00,2026-03-29 21:00:00
F-1426059       ,Cancelada,CAUSAF00000001873005,3.618.102,57.824,12.649,45.175,BAPRO,FOTOMULTA,Juzgado 5,2026-01-28 22:53:01,2026-01-28 21:00:00,2026-02-03 21:00:00
F-1426148       ,Cancelada,CAUSAF00000001873121,3.752.189,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-28 22:54:14,2026-04-27 21:00:00,2026-04-27 21:00:00
F-1426189       ,Cancelada,CAUSAF00000001873178,3.661.499,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-28 22:54:45,2026-03-16 21:00:00,2026-03-16 21:00:00
F-1426222       ,Cancelada,CAUSAF00000001873292,3.760.056,60.672,13.272,47.400,BAPRO,FOTOMULTA,Juzgado 5,2026-01-28 22:55:44,2026-04-29 21:00:00,2026-05-06 21:00:00
F-1426250       ,Cancelada,CAUSAF00000001873356,3.760.259,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-28 22:56:19,2026-04-29 21:00:00,2026-04-29 21:00:00
F-1426275       ,Cancelada,CAUSAF00000001873397,3.737.819,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-28 22:56:41,2026-04-16 21:00:00,2026-04-16 21:00:00
F-1426318       ,Cancelada,CAUSAF00000001873453,3.630.008,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-28 22:57:13,2026-02-10 21:00:00,2026-02-11 21:00:00
F-1426341       ,Cancelada,CAUSAF00000001873510,3.621.173,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-28 22:57:42,2026-02-02 21:00:00,2026-02-02 21:00:00
F-1426363       ,Cancelada,CAUSAF00000001873544,56.108.005,102.999,13.272,89.727,SUGIT,FOTOMULTA,Juzgado 3,2026-01-28 22:58:01,2026-03-29 21:00:00,2026-04-13 21:00:00
F-1426385       ,Cancelada,CAUSAF00000001873586,3.643.523,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-28 22:58:24,2026-03-01 21:00:00,2026-03-01 21:00:00
F-1426468       ,Cancelada,CAUSAF00000001873701,3.618.103,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 5,2026-01-28 22:59:26,2026-01-28 21:00:00,2026-02-03 21:00:00
F-1426596       ,Cancelada,CAUSAF00000001873894,56.098.155,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 2,2026-01-28 23:01:29,2026-03-18 21:00:00,2026-04-13 21:00:00
F-1426617       ,Cancelada,CAUSAF00000001873923,3.664.895,249.649,12.649,237.000,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-28 23:01:43,2026-03-19 21:00:00,2026-03-19 21:00:00
F-1426625       ,Cancelada,CAUSAF00000001873932,3.736.734,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-28 23:01:50,2026-04-19 21:00:00,2026-04-19 21:00:00
F-1426698       ,Cancelada,CAUSAF00000001874036,3.737.157,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-28 23:02:48,2026-04-15 21:00:00,2026-04-15 21:00:00
F-1426764       ,Cancelada,CAUSAF00000001874152,3.619.094,7.692.399,12.649,7.679.750,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-28 23:03:52,2026-01-29 21:00:00,2026-01-29 21:00:00
F-1426792       ,Cancelada,CAUSAF00000001874193,3.737.936,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-28 23:04:19,2026-04-16 21:00:00,2026-04-16 21:00:00
F-1426800       ,Cancelada,CAUSAF00000001874201,3.747.270,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-28 23:04:23,2026-04-21 21:00:00,2026-04-22 21:00:00
F-142686        ,Cancelada,CAUSAF00000000104390,3.737.086,297.672,13.272,284.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2019-03-15 12:47:48,2026-04-15 21:00:00,2026-04-16 21:00:00
F-1426937       ,Cancelada,CAUSAF00000001874608,3.700.957,345.072,13.272,331.800,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-29 22:45:20,2026-03-27 21:00:00,2026-03-29 21:00:00
F-1426948       ,Cancelada,CAUSAF00000001874625,56.068.885,283.699,13.272,270.427,SUGIT,FOTOMULTA,Juzgado 2,2026-01-29 22:45:52,2026-03-04 21:00:00,2026-04-13 21:00:00
F-1426956       ,Cancelada,CAUSAF00000001874639,3.623.400,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-01-29 22:45:59,2026-02-03 21:00:00,2026-02-03 21:00:00
F-1427024       ,Cancelada,CAUSAF00000001874747,3.750.518,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-01-29 22:47:06,2026-04-25 21:00:00,2026-04-26 21:00:00
F-1427031       ,Cancelada,CAUSAF00000001874758,3.644.412,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-29 22:47:13,2026-02-28 21:00:00,2026-03-01 21:00:00
F-1427040       ,Cancelada,CAUSAF00000001874770,3.735.757,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-01-29 22:47:22,2026-04-14 21:00:00,2026-04-14 21:00:00
F-1427058       ,Cancelada,CAUSAF00000001874800,3.660.012,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-01-29 22:47:42,2026-03-13 21:00:00,2026-03-15 21:00:00
F-1427116       ,Cancelada,CAUSAF00000001874880,3.764.822,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-29 22:50:59,2026-05-05 21:00:00,2026-05-05 21:00:00
F-1427133       ,Cancelada,CAUSAF00000001874902,3.650.811,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-29 22:51:12,2026-03-05 21:00:00,2026-03-08 21:00:00
F-1427156       ,Cancelada,CAUSAF00000001874930,3.700.886,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-29 22:51:29,2026-03-30 21:00:00,2026-03-31 21:00:00
F-1427163       ,Cancelada,CAUSAF00000001874941,3.660.573,1.638.949,12.649,1.626.300,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-01-29 22:51:37,2026-03-15 21:00:00,2026-03-15 21:00:00
F-1427183       ,Cancelada,CAUSAF00000001874971,3.621.194,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-29 22:51:54,2026-02-01 21:00:00,2026-02-02 21:00:00
F-1427208       ,Cancelada,CAUSAF00000001875000,3.643.519,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-29 22:52:10,2026-03-01 21:00:00,2026-03-01 21:00:00
F-1427231       ,Cancelada,CAUSAF00000001875027,3.656.015,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-29 22:52:26,2026-03-10 21:00:00,2026-03-11 21:00:00
F-1427271       ,Cancelada,CAUSAF00000001875078,3.642.429,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-01-29 22:52:54,2026-02-25 21:00:00,2026-02-26 21:00:00
F-1427303       ,Cancelada,CAUSAF00000001875117,3.735.317,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-29 22:53:19,2026-04-21 21:00:00,2026-04-21 21:00:00
F-1427348       ,Cancelada,CAUSAF00000001875182,3.633.329,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-01-29 22:53:58,2026-02-12 21:00:00,2026-02-22 21:00:00
F-1427371       ,Cancelada,CAUSAF00000001875222,3.750.370,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-29 22:54:22,2026-04-24 21:00:00,2026-04-26 21:00:00
F-1427399       ,Cancelada,CAUSAF00000001875253,3.623.918,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-29 22:54:40,2026-02-03 21:00:00,2026-02-04 21:00:00
F-1427410       ,Cancelada,CAUSAF00000001875264,3.767.891,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-29 22:54:46,2026-05-07 21:00:00,2026-05-07 21:00:00
F-1427444       ,Cancelada,CAUSAF00000001875309,3.642.566,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-01-29 22:55:09,2026-02-25 21:00:00,2026-02-26 21:00:00
F-1427488       ,Cancelada,CAUSAF00000001875378,3.700.923,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-01-29 22:55:48,2026-03-27 21:00:00,2026-03-29 21:00:00
F-1427491       ,Cancelada,CAUSAF00000001875384,3.650.849,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-01-29 22:55:53,2026-03-05 21:00:00,2026-03-08 21:00:00
F-1427527       ,Cancelada,CAUSAF00000001875432,3.646.660,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-01-29 22:56:21,2026-03-02 21:00:00,2026-03-03 21:00:00
F-1427593       ,Cancelada,CAUSAF00000001875531,3.639.683,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-29 22:57:22,2026-02-23 21:00:00,2026-02-23 21:00:00
F-1427651       ,Cancelada,CAUSAF00000001875619,3.642.743,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-29 22:58:10,2026-03-03 21:00:00,2026-03-03 21:00:00
F-1427685       ,Cancelada,CAUSAF00000001875681,3.767.945,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-29 22:58:41,2026-05-07 21:00:00,2026-05-07 21:00:00
F-142770        ,Cancelada,CAUSAF00000000104474,3.620.790,54.752,12.649,42.103,MERCADOPAGO,FOTOMULTA,Juzgado 1,2019-03-15 12:48:56,2026-02-01 21:00:00,2026-02-02 21:00:00
F-1428010       ,Cancelada,CAUSAF00000001876370,3.642.519,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-01-30 22:39:32,2026-02-25 21:00:00,2026-02-25 21:00:00
F-1428118       ,Cancelada,CAUSAF00000001876507,3.767.671,345.072,15.505,329.567,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-30 22:44:25,2026-05-06 21:00:00,2026-05-07 21:00:00
F-1428170       ,Cancelada,CAUSAF00000001876580,3.767.125,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-30 22:45:21,2026-05-06 21:00:00,2026-05-06 21:00:00
F-1428181       ,Cancelada,CAUSAF00000001876592,3.747.410,60.672,13.272,47.400,BAPRO,FOTOMULTA,Juzgado 1,2026-01-30 22:45:32,2026-04-21 21:00:00,2026-04-27 21:00:00
F-1428185       ,Cancelada,CAUSAF00000001876597,3.653.530,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-30 22:45:34,2026-03-09 21:00:00,2026-03-09 21:00:00
F-1428247       ,Cancelada,CAUSAF00000001876698,3.642.767,57.824,12.649,45.175,BAPRO,FOTOMULTA,Juzgado 3,2026-01-30 22:47:16,2026-02-25 21:00:00,2026-03-03 21:00:00
F-1428328       ,Cancelada,CAUSAF00000001876815,3.731.474,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-01-30 22:51:15,2026-04-05 21:00:00,2026-04-06 21:00:00
F-1428338       ,Cancelada,CAUSAF00000001876826,3.733.767,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-30 22:51:20,2026-04-08 21:00:00,2026-04-09 21:00:00
F-1428354       ,Cancelada,CAUSAF00000001876844,3.660.453,771.049,12.649,758.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-30 22:51:30,2026-04-29 21:00:00,2026-04-29 21:00:00
